"@timestamp",ev,ea,cid,"browser_name",clientip
"January 31st 2020, 00:00:05.096",7,"Socket reconnected","e54d457f-9864-42dd-a42f-3e75f4c89f06",Firefox,"14.169.171.102"
"January 31st 2020, 00:00:27.825",2,"Socket reconnected","d3acb106-85c7-4205-b4d3-3e2e2938400c",Chrome,"113.181.84.36"
"January 31st 2020, 00:00:29.773",1,"Socket reconnected","d3acb106-85c7-4205-b4d3-3e2e2938400c",Chrome,"113.181.84.36"
"January 31st 2020, 00:00:31.665",504,"Socket reconnected","bd802257-0f9f-4a24-8c24-e13545195aed",Chrome,"103.85.107.242"
"January 31st 2020, 00:00:35.680",127,"Socket reconnected","bacc1bd7-8a95-4126-80b1-9d8fef8223ca",Firefox,"116.118.106.35"
"January 31st 2020, 00:00:39.907",4,"Socket reconnected","ec094b8f-c5a4-4f7c-9033-0db5d0104372",Chrome,"42.114.13.48"
"January 31st 2020, 00:00:51.536",2,"Socket reconnected","57472287-efa0-4d4a-9356-86c6de178857",Chrome,"71.143.199.39"
"January 31st 2020, 00:01:19.169",494,"Socket reconnected","ca53354b-0788-437c-9195-8fb18f022d0c",Chrome,"14.161.38.213"
"January 31st 2020, 00:01:33.649",1,"Socket reconnected","402a7d51-8ae9-4b46-98c8-3ae08edc68dc","Chrome Mobile","27.67.38.71"
"January 31st 2020, 00:01:34.192",4,"Socket reconnected","f6b5806e-e39f-4143-861c-0e702a802586",Chrome,"14.162.147.195"
"January 31st 2020, 00:01:41.214",113,"Socket reconnected","95f1907f-54f0-46cd-9bba-6c49bdfacd82",Chrome,"14.232.154.28"
"January 31st 2020, 00:01:42.491",4,"Socket reconnected","e9822e3a-a4b2-461f-a5ac-050dd6dcf654",Chrome,"14.177.135.241"
"January 31st 2020, 00:01:59.080",6,"Socket reconnected","7064e4a3-e9a2-467d-bcd9-8f5d1f020e3e",Chrome,"42.112.126.118"
"January 31st 2020, 00:02:00.952",1,"Socket reconnected","d6770c86-0c6b-471d-8c37-3b74faef4553","Chrome Mobile","116.102.173.5"
"January 31st 2020, 00:02:01.586",505,"Socket reconnected","bd802257-0f9f-4a24-8c24-e13545195aed",Chrome,"103.85.107.242"
"January 31st 2020, 00:02:03.501",2,"Socket reconnected","402a7d51-8ae9-4b46-98c8-3ae08edc68dc","Chrome Mobile","118.70.68.189"
"January 31st 2020, 00:02:15.659",2,"Socket reconnected","1319c0a8-347e-4e65-a992-a7cdc6f72f51",Chrome,"27.72.100.162"
"January 31st 2020, 00:02:17.114",1,"Socket reconnected","79ef7f40-4345-4315-9dd8-efa9fadef533",Chrome,"118.70.128.50"
"January 31st 2020, 00:02:19.321",495,"Socket reconnected","ca53354b-0788-437c-9195-8fb18f022d0c",Chrome,"14.161.38.213"
"January 31st 2020, 00:02:41.202",114,"Socket reconnected","95f1907f-54f0-46cd-9bba-6c49bdfacd82",Chrome,"113.190.24.106"
"January 31st 2020, 00:02:43.880",1,"Socket reconnected","d3acb106-85c7-4205-b4d3-3e2e2938400c",Chrome,"113.181.84.36"
"January 31st 2020, 00:02:50.349",128,"Socket reconnected","bacc1bd7-8a95-4126-80b1-9d8fef8223ca",Firefox,"116.118.106.35"
"January 31st 2020, 00:03:01.652",506,"Socket reconnected","bd802257-0f9f-4a24-8c24-e13545195aed",Chrome,"103.85.107.242"
"January 31st 2020, 00:03:17.771",6,"Socket reconnected","af3ff6b1-f2c3-4db1-a689-a4b12defe169",Chrome,"14.241.39.129"
"January 31st 2020, 00:03:19.924",2,"Socket reconnected","2f897a30-7497-4205-92b8-08298a10f946",Safari,"1.53.200.18"
"January 31st 2020, 00:03:45.640",5,"Socket reconnected","04f2ee82-a41c-496f-a03e-8b40899a9017",Chrome,"113.190.91.114"
"January 31st 2020, 00:03:49.224",496,"Socket reconnected","ca53354b-0788-437c-9195-8fb18f022d0c",Chrome,"14.161.38.213"
"January 31st 2020, 00:03:49.634",29,"Socket reconnected","f66dc5d0-e125-486e-b2c9-9a45a2768e43",Chrome,"14.231.178.44"
"January 31st 2020, 00:03:54.672",17,"Socket reconnected","e32afc06-c2f7-48da-b80a-dc2960842a39",Chrome,"14.160.38.181"
"January 31st 2020, 00:04:01.680",507,"Socket reconnected","bd802257-0f9f-4a24-8c24-e13545195aed",Chrome,"103.85.107.242"
"January 31st 2020, 00:04:13.293",21,"Socket reconnected","2081fd1f-d88c-4fba-bd4b-f18e6df028c8",Chrome,"171.224.181.74"
"January 31st 2020, 00:04:34.098",5,"Socket reconnected","e18e6f91-522f-4c23-86de-256853651e3a",Chrome,"58.186.79.36"
"January 31st 2020, 00:04:36.504",2,"Socket reconnected","3e66427f-4ab0-438f-8f11-b5fc46303ae3",Firefox,"1.53.219.18"
"January 31st 2020, 00:04:49.159",497,"Socket reconnected","ca53354b-0788-437c-9195-8fb18f022d0c",Chrome,"14.161.38.213"
"January 31st 2020, 00:04:59.040",1,"Socket reconnected","d7b06971-1d4b-4ac5-b3cd-0ce1b66b5d08",Chrome,"171.224.180.89"
"January 31st 2020, 00:04:59.613",4,"Socket reconnected","28045e1a-bef4-468d-b25f-ddd2dd52ca2b","Coc Coc","117.2.19.128"
"January 31st 2020, 00:05:14.040",69,"Socket reconnected","7a430f24-5f22-445a-8065-bcb5542923b1",Chrome,"123.16.13.170"
"January 31st 2020, 00:05:31.009",2,"Socket reconnected","90f64d17-4e74-400b-9aa8-4072812225ff",Chrome,"42.119.63.75"
"January 31st 2020, 00:05:32.382",508,"Socket reconnected","bd802257-0f9f-4a24-8c24-e13545195aed",Chrome,"103.85.107.242"
"January 31st 2020, 00:05:40.254",5,"Socket reconnected","8541ac9b-da5d-4065-b453-c240bc5b5e71","Mobile Safari","14.187.174.113"
"January 31st 2020, 00:06:06.635",129,"Socket reconnected","bacc1bd7-8a95-4126-80b1-9d8fef8223ca",Firefox,"116.118.106.35"
"January 31st 2020, 00:06:09.854",7,"Socket reconnected","afe088b8-4bf2-407a-9baf-a69bdb1e64b1",Chrome,"116.111.94.169"
"January 31st 2020, 00:06:10.874",3,"Socket reconnected","0e696878-fc48-4072-a5d3-af4d0dc3c305","Chrome Mobile","115.72.32.66"
"January 31st 2020, 00:06:19.392",498,"Socket reconnected","ca53354b-0788-437c-9195-8fb18f022d0c",Chrome,"14.161.38.213"
"January 31st 2020, 00:06:31.332",7,"Socket reconnected","6a352051-1914-4904-bb2a-18f799458ea3",Chrome,"118.69.37.57"
"January 31st 2020, 00:06:31.664",509,"Socket reconnected","bd802257-0f9f-4a24-8c24-e13545195aed",Chrome,"103.85.107.242"
"January 31st 2020, 00:06:34.144",5,"Socket reconnected","f6b5806e-e39f-4143-861c-0e702a802586",Chrome,"14.162.147.195"
"January 31st 2020, 00:06:39.718",5,"Socket reconnected","ec094b8f-c5a4-4f7c-9033-0db5d0104372",Chrome,"42.114.13.48"
"January 31st 2020, 00:07:00.334",30,"Socket reconnected","f66dc5d0-e125-486e-b2c9-9a45a2768e43",Chrome,"14.231.178.44"
