"@timestamp",ev,el,ea,cid,"browser_name",clientip
"January 30th 2020, 13:30:00.392",2,count,"Socket reconnected","b0d886b6-ca02-4d44-b7d9-55344ed79495","Coc Coc","171.253.52.188"
"January 30th 2020, 13:30:03.998",14,count,"Socket reconnected","87a4046f-6929-4603-9f0a-d7b709ed881d",Chrome,"115.79.196.100"
"January 30th 2020, 13:30:05.108",24,count,"Socket reconnected","4021beca-ab78-48e2-87e9-dca22e3a73a6",Chrome,"210.245.52.73"
"January 30th 2020, 13:30:08.002",3,count,"Socket reconnected","98a98b23-2036-4e40-a7f7-d541195a408b",Chrome,"113.190.240.238"
"January 30th 2020, 13:30:08.307",260,count,"Socket reconnected","1f8e2fbf-f2c4-46d5-852e-7ef298271613",Chrome,"113.160.80.30"
"January 30th 2020, 13:30:11.076",1,count,"Socket reconnected","1a8d7f51-bdcd-4f22-aa38-d0f8946060e9",Safari,"203.128.245.222"
"January 30th 2020, 13:30:11.277",3,count,"Socket reconnected","dd2f456e-bc9e-4023-b73c-c169fd188c68",Safari,"42.119.230.26"
"January 30th 2020, 13:30:16.115",4,count,"Socket reconnected","c1a9f468-2125-4ee4-afae-560973f04820",Chrome,"115.78.94.62"
"January 30th 2020, 13:30:17.817",1,count,"Socket reconnected","0f9fd559-0408-496b-8fd6-ed9291a8cf08",Chrome,"118.71.1.245"
"January 30th 2020, 13:30:17.917",2,count,"Socket reconnected","13d7c3e0-1933-4e39-889c-4a4e31ab1010",Safari,"49.98.53.199"
"January 30th 2020, 13:30:20.810",20,count,"Socket reconnected","fd479991-7363-4bec-a7f6-6738583297e4",Chrome,"113.160.94.182"
"January 30th 2020, 13:30:22.612",3,count,"Socket reconnected","4b5ddd64-17ee-40e7-af7b-e4e33087ccaa",Chrome,"118.70.15.57"
"January 30th 2020, 13:30:22.940",1,count,"Socket reconnected","9abb895a-4141-4327-9eea-81746af0efde",Chrome,"118.70.118.239"
"January 30th 2020, 13:30:23.442",1,count,"Socket reconnected","d9378135-9105-4df5-92a7-82135d2d6568","Coc Coc","125.212.182.171"
"January 30th 2020, 13:30:23.862",5,count,"Socket reconnected","29d27889-82c0-4315-9cb0-1ff0b610318b","Coc Coc","27.72.19.147"
"January 30th 2020, 13:30:24.455",1,count,"Socket reconnected","87bb4674-cc08-474c-ba33-159f7ff80ff6",Chrome,"219.98.162.38"
"January 30th 2020, 13:30:26.663",1,count,"Socket reconnected","18f56d15-0002-479d-a504-9eecf948d24c",Chrome,"118.70.128.244"
"January 30th 2020, 13:30:33.988",15,count,"Socket reconnected","87a4046f-6929-4603-9f0a-d7b709ed881d",Chrome,"115.79.196.100"
"January 30th 2020, 13:30:35.631",2,count,"Socket reconnected","a695935d-e566-42f4-9015-dbe1bd956398",Chrome,"210.245.54.31"
"January 30th 2020, 13:30:38.712",2,count,"Socket reconnected","71c0d37a-1930-468d-a494-881532e18e3a","Coc Coc","171.255.115.239"
"January 30th 2020, 13:30:38.735",1,count,"Socket reconnected","907aefc9-08d3-4a07-b8de-e5379190e141",Chrome,"118.69.226.148"
"January 30th 2020, 13:30:38.739",1,count,"Socket reconnected","907aefc9-08d3-4a07-b8de-e5379190e141",Chrome,"118.69.226.148"
"January 30th 2020, 13:30:38.806",1,count,"Socket reconnected","b005396f-48f5-4f95-8a10-8676b5a62776",Safari,"113.185.41.88"
"January 30th 2020, 13:30:42.827",1,count,"Socket reconnected","dae5d76f-01be-4c9d-ad40-c3547662b406",Chrome,"113.163.215.116"
"January 30th 2020, 13:30:47.446",1,count,"Socket reconnected","e138d4f0-90e8-4b8f-b5dc-18f8b1ed9f4f",Safari,"27.74.129.117"
"January 30th 2020, 13:30:47.508",3,count,"Socket reconnected","c6533acc-45fc-401d-819d-3217058b1df8",Chrome,"165.194.3.180"
"January 30th 2020, 13:30:51.468",16,count,"Socket reconnected","87147e4e-1843-4ff8-92ea-ffa0ddf48ed9",Chrome,"116.110.77.171"
"January 30th 2020, 13:30:52.880",3,count,"Socket reconnected","a4aa005b-3826-4d0b-ba49-7abc2a0a330c",Chrome,"14.238.81.10"
"January 30th 2020, 13:30:54.076",5,count,"Socket reconnected","a9c6980d-949b-4da9-a1d1-3b12fabd110d",Chrome,"14.232.243.56"
